molecule_id,smiles,pdb_id,status,error,best_affinity_kcal,affinity_pose2_kcal,affinity_pose3_kcal,affinity_pose4_kcal,affinity_pose5_kcal,all_scores,n_poses,pocket_ligand,pocket_center,box_size,all_poses_file,best_pose_file,complex_pdb,gene,pIC50,qed,mw,logp,composite_score,pred_active_prob
CHEMBL2031296,CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,5UG9,success,,-9.305,-9.071,-8.601,-8.576,-8.345,"[-9.305, -9.071, -8.601, -8.576, -8.345, -8.07, -7.892, -7.85, -7.464]",9,8AM,"-13.87,14.93,-26.73",21.7x22.4x22.7,/Users/wangyang/Desktop/drug_pipeline/data/results/docking/EGFR/5UG9/CHEMBL2031296/CHEMBL2031296_docked_all.pdbqt,/Users/wangyang/Desktop/drug_pipeline/data/results/docking/EGFR/5UG9/CHEMBL2031296/CHEMBL2031296_best_pose.pdbqt,/Users/wangyang/Desktop/drug_pipeline/data/results/docking/EGFR/5UG9/CHEMBL2031296/CHEMBL2031296_complex.pdb,EGFR,8.995678626217357,0.7408910662609094,356.027273136,4.094300000000001,0.5454082954156771,0.987774591832387
CHEMBL53062,COc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,5UG9,success,,-8.272,-8.136,-7.983,-7.971,-7.802,"[-8.272, -8.136, -7.983, -7.971, -7.802, -7.784, -7.673, -7.424, -7.358]",9,8AM,"-13.87,14.93,-26.73",21.7x22.4x22.7,/Users/wangyang/Desktop/drug_pipeline/data/results/docking/EGFR/5UG9/CHEMBL53062/CHEMBL53062_docked_all.pdbqt,/Users/wangyang/Desktop/drug_pipeline/data/results/docking/EGFR/5UG9/CHEMBL53062/CHEMBL53062_best_pose.pdbqt,/Users/wangyang/Desktop/drug_pipeline/data/results/docking/EGFR/5UG9/CHEMBL53062/CHEMBL53062_complex.pdb,EGFR,8.585026652029182,0.795411943732026,330.0116230720001,3.539500000000002,0.5450824094125796,0.9735933658889445
CHEMBL5997498,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1N1CC2(CCN(C)CC2)OC1=O,5UG9,success,,-9.624,-9.422,-9.054,-8.671,-8.377,"[-9.624, -9.422, -9.054, -8.671, -8.377, -8.32, -8.116, -8.026, -7.825]",9,8AM,"-13.87,14.93,-26.73",21.7x22.4x22.7,/Users/wangyang/Desktop/drug_pipeline/data/results/docking/EGFR/5UG9/CHEMBL5997498/CHEMBL5997498_docked_all.pdbqt,/Users/wangyang/Desktop/drug_pipeline/data/results/docking/EGFR/5UG9/CHEMBL5997498/CHEMBL5997498_best_pose.pdbqt,/Users/wangyang/Desktop/drug_pipeline/data/results/docking/EGFR/5UG9/CHEMBL5997498/CHEMBL5997498_complex.pdb,EGFR,10.698970004336019,0.5954445269709847,471.147345496,4.595500000000005,0.5420683062181068,0.9928104154113659
CHEMBL176582,Cn1cnc2cc3ncnc(Nc4cccc(Br)c4)c3cc21,5UG9,success,,-9.063,-9.045,-8.615,-8.023,-8.007,"[-9.063, -9.045, -8.615, -8.023, -8.007, -7.402, -6.83, -6.752, -6.702]",9,8AM,"-13.87,14.93,-26.73",21.7x22.4x22.7,/Users/wangyang/Desktop/drug_pipeline/data/results/docking/EGFR/5UG9/CHEMBL176582/CHEMBL176582_docked_all.pdbqt,/Users/wangyang/Desktop/drug_pipeline/data/results/docking/EGFR/5UG9/CHEMBL176582/CHEMBL176582_best_pose.pdbqt,/Users/wangyang/Desktop/drug_pipeline/data/results/docking/EGFR/5UG9/CHEMBL176582/CHEMBL176582_complex.pdb,EGFR,11.0,0.5907366330453319,353.027607484,4.0226000000000015,0.5417169542625401,0.9680401533161006
CHEMBL351629,CN(CC(=O)O)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,5UG9,success,,-8.611,-8.377,-8.117,-7.604,-7.355,"[-8.611, -8.377, -8.117, -7.604, -7.355, -7.319, -7.288, -6.852, -6.842]",9,8AM,"-13.87,14.93,-26.73",21.7x22.4x22.7,/Users/wangyang/Desktop/drug_pipeline/data/results/docking/EGFR/5UG9/CHEMBL351629/CHEMBL351629_docked_all.pdbqt,/Users/wangyang/Desktop/drug_pipeline/data/results/docking/EGFR/5UG9/CHEMBL351629/CHEMBL351629_best_pose.pdbqt,/Users/wangyang/Desktop/drug_pipeline/data/results/docking/EGFR/5UG9/CHEMBL351629/CHEMBL351629_complex.pdb,EGFR,9.356547323513812,0.6942731985293545,387.0330867880001,3.051700000000001,0.5383081437790288,0.9919618605619134
CHEMBL3814257,CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,5UG9,success,,-9.343,-9.116,-9.007,-8.995,-8.606,"[-9.343, -9.116, -9.007, -8.995, -8.606, -8.415, -8.346, -8.28, -8.254]",9,8AM,"-13.87,14.93,-26.73",21.7x22.4x22.7,/Users/wangyang/Desktop/drug_pipeline/data/results/docking/EGFR/5UG9/CHEMBL3814257/CHEMBL3814257_docked_all.pdbqt,/Users/wangyang/Desktop/drug_pipeline/data/results/docking/EGFR/5UG9/CHEMBL3814257/CHEMBL3814257_best_pose.pdbqt,/Users/wangyang/Desktop/drug_pipeline/data/results/docking/EGFR/5UG9/CHEMBL3814257/CHEMBL3814257_complex.pdb,EGFR,9.1791420105603,0.7575962262940837,330.06836690399996,4.124300000000002,0.5379354246037226,0.9296893783792639
CHEMBL592617,N#CCC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,5UG9,success,,-10.154,-9.365,-8.97,-8.938,-8.89,"[-10.154, -9.365, -8.97, -8.938, -8.89, -8.573, -8.213, -7.791, -7.406]",9,8AM,"-13.87,14.93,-26.73",21.7x22.4x22.7,/Users/wangyang/Desktop/drug_pipeline/data/results/docking/EGFR/5UG9/CHEMBL592617/CHEMBL592617_docked_all.pdbqt,/Users/wangyang/Desktop/drug_pipeline/data/results/docking/EGFR/5UG9/CHEMBL592617/CHEMBL592617_best_pose.pdbqt,/Users/wangyang/Desktop/drug_pipeline/data/results/docking/EGFR/5UG9/CHEMBL592617/CHEMBL592617_complex.pdb,EGFR,9.769551078621726,0.7122261442655314,381.022522104,3.988080000000002,0.5349187487333942,0.9122812620564056
CHEMBL5915655,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1N1C[C@H](CN(C)C)OC1=O,5UG9,success,,-8.964,-8.803,-8.778,-8.682,-8.484,"[-8.964, -8.803, -8.778, -8.682, -8.484, -8.25, -8.146, -7.767, -7.627]",9,8AM,"-13.87,14.93,-26.73",21.7x22.4x22.7,/Users/wangyang/Desktop/drug_pipeline/data/results/docking/EGFR/5UG9/CHEMBL5915655/CHEMBL5915655_docked_all.pdbqt,/Users/wangyang/Desktop/drug_pipeline/data/results/docking/EGFR/5UG9/CHEMBL5915655/CHEMBL5915655_best_pose.pdbqt,/Users/wangyang/Desktop/drug_pipeline/data/results/docking/EGFR/5UG9/CHEMBL5915655/CHEMBL5915655_complex.pdb,EGFR,10.301029995663981,0.6123966701575512,445.131695432,4.061300000000004,0.531936577469388,0.9906191432357793
CHEMBL165864,OCCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,5UG9,success,,-8.417,-8.018,-7.919,-7.844,-7.641,"[-8.417, -8.018, -7.919, -7.844, -7.641, -7.41, -7.409, -7.249, -6.928]",9,8AM,"-13.87,14.93,-26.73",21.7x22.4x22.7,/Users/wangyang/Desktop/drug_pipeline/data/results/docking/EGFR/5UG9/CHEMBL165864/CHEMBL165864_docked_all.pdbqt,/Users/wangyang/Desktop/drug_pipeline/data/results/docking/EGFR/5UG9/CHEMBL165864/CHEMBL165864_best_pose.pdbqt,/Users/wangyang/Desktop/drug_pipeline/data/results/docking/EGFR/5UG9/CHEMBL165864/CHEMBL165864_complex.pdb,EGFR,9.721246399047171,0.6490621421214132,359.0381721680001,2.9351000000000003,0.5301726162019725,0.9980815250175711
CHEMBL53156,CNc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,5UG9,success,,-8.311,-8.106,-8.081,-7.812,-7.523,"[-8.311, -8.106, -8.081, -7.812, -7.523, -7.441, -7.341, -7.296, -7.24]",9,8AM,"-13.87,14.93,-26.73",21.7x22.4x22.7,/Users/wangyang/Desktop/drug_pipeline/data/results/docking/EGFR/5UG9/CHEMBL53156/CHEMBL53156_docked_all.pdbqt,/Users/wangyang/Desktop/drug_pipeline/data/results/docking/EGFR/5UG9/CHEMBL53156/CHEMBL53156_best_pose.pdbqt,/Users/wangyang/Desktop/drug_pipeline/data/results/docking/EGFR/5UG9/CHEMBL53156/CHEMBL53156_complex.pdb,EGFR,8.508638306165727,0.7686164717854101,329.02760748400004,3.5726000000000013,0.5290807850118402,0.9887736326688152
CHEMBL127082,CNc1cc2ncnc(Nc3cccc(C)c3)c2cn1,5UG9,success,,-8.204,-8.196,-8.084,-8.03,-7.995,"[-8.204, -8.196, -8.084, -8.03, -7.995, -7.828, -7.771, -7.622, -7.332]",9,8AM,"-13.87,14.93,-26.73",21.7x22.4x22.7,/Users/wangyang/Desktop/drug_pipeline/data/results/docking/EGFR/5UG9/CHEMBL127082/CHEMBL127082_docked_all.pdbqt,/Users/wangyang/Desktop/drug_pipeline/data/results/docking/EGFR/5UG9/CHEMBL127082/CHEMBL127082_best_pose.pdbqt,/Users/wangyang/Desktop/drug_pipeline/data/results/docking/EGFR/5UG9/CHEMBL127082/CHEMBL127082_complex.pdb,EGFR,8.853871964321762,0.761492325423499,265.13274548,3.118520000000001,0.5280992112604892,0.9487482079233113
CHEMBL174426,Cn1cnc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,5UG9,success,,-8.959,-7.999,-7.97,-7.934,-7.64,"[-8.959, -7.999, -7.97, -7.934, -7.64, -7.459, -6.956, -6.623, -6.408]",9,8AM,"-13.87,14.93,-26.73",21.7x22.4x22.7,/Users/wangyang/Desktop/drug_pipeline/data/results/docking/EGFR/5UG9/CHEMBL174426/CHEMBL174426_docked_all.pdbqt,/Users/wangyang/Desktop/drug_pipeline/data/results/docking/EGFR/5UG9/CHEMBL174426/CHEMBL174426_best_pose.pdbqt,/Users/wangyang/Desktop/drug_pipeline/data/results/docking/EGFR/5UG9/CHEMBL174426/CHEMBL174426_complex.pdb,EGFR,10.602059991327963,0.5907366330453317,353.02760748400004,4.022600000000002,0.527965966781864,0.9851832764993372
CHEMBL127041,OCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,5UG9,success,,-8.377,-7.921,-7.914,-7.876,-7.836,"[-8.377, -7.921, -7.914, -7.876, -7.836, -7.7, -7.549, -7.397, -7.198]",9,8AM,"-13.87,14.93,-26.73",21.7x22.4x22.7,/Users/wangyang/Desktop/drug_pipeline/data/results/docking/EGFR/5UG9/CHEMBL127041/CHEMBL127041_docked_all.pdbqt,/Users/wangyang/Desktop/drug_pipeline/data/results/docking/EGFR/5UG9/CHEMBL127041/CHEMBL127041_best_pose.pdbqt,/Users/wangyang/Desktop/drug_pipeline/data/results/docking/EGFR/5UG9/CHEMBL127041/CHEMBL127041_complex.pdb,EGFR,9.619788758288394,0.6490621421214132,359.038172168,2.9351000000000003,0.5238510703020552,0.9986601307189543
CHEMBL50519,COc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,5UG9,success,,-8.269,-8.09,-8.051,-7.819,-7.575,"[-8.269, -8.09, -8.051, -7.819, -7.575, -7.535, -7.321, -7.245, -6.884]",9,8AM,"-13.87,14.93,-26.73",21.7x22.4x22.7,/Users/wangyang/Desktop/drug_pipeline/data/results/docking/EGFR/5UG9/CHEMBL50519/CHEMBL50519_docked_all.pdbqt,/Users/wangyang/Desktop/drug_pipeline/data/results/docking/EGFR/5UG9/CHEMBL50519/CHEMBL50519_best_pose.pdbqt,/Users/wangyang/Desktop/drug_pipeline/data/results/docking/EGFR/5UG9/CHEMBL50519/CHEMBL50519_complex.pdb,EGFR,8.366531544420413,0.795411943732026,330.011623072,3.539500000000002,0.5233157909498688,0.9649068120880736
CHEMBL92812,CNc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,5UG9,success,,-8.395,-8.368,-8.207,-8.074,-7.881,"[-8.395, -8.368, -8.207, -8.074, -7.881, -7.762, -7.379, -7.129, -7.075]",9,8AM,"-13.87,14.93,-26.73",21.7x22.4x22.7,/Users/wangyang/Desktop/drug_pipeline/data/results/docking/EGFR/5UG9/CHEMBL92812/CHEMBL92812_docked_all.pdbqt,/Users/wangyang/Desktop/drug_pipeline/data/results/docking/EGFR/5UG9/CHEMBL92812/CHEMBL92812_best_pose.pdbqt,/Users/wangyang/Desktop/drug_pipeline/data/results/docking/EGFR/5UG9/CHEMBL92812/CHEMBL92812_complex.pdb,EGFR,8.397940008672037,0.7568777143573949,328.03235851600004,4.177600000000002,0.5146910677059575,0.9927107528525846
CHEMBL50344,CNc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,5UG9,success,,-8.807,-7.63,-7.567,-7.349,-7.042,"[-8.807, -7.63, -7.567, -7.349, -7.042, -6.995, -6.627, -6.585, -6.376]",9,8AM,"-13.87,14.93,-26.73",21.7x22.4x22.7,/Users/wangyang/Desktop/drug_pipeline/data/results/docking/EGFR/5UG9/CHEMBL50344/CHEMBL50344_docked_all.pdbqt,/Users/wangyang/Desktop/drug_pipeline/data/results/docking/EGFR/5UG9/CHEMBL50344/CHEMBL50344_best_pose.pdbqt,/Users/wangyang/Desktop/drug_pipeline/data/results/docking/EGFR/5UG9/CHEMBL50344/CHEMBL50344_complex.pdb,EGFR,8.397940008672037,0.7568777143573948,328.03235851600004,4.177600000000002,0.5112177074003548,0.9860115067606102
CHEMBL5786982,CC(C)N1CC2(CN(c3ccc4ncnc(Nc5cccc(Cl)c5F)c4c3)C(=O)O2)C1,5UG9,success,,-9.604,-9.4,-9.388,-8.706,-8.432,"[-9.604, -9.4, -9.388, -8.706, -8.432, -8.266, -8.158, -8.133, -7.522]",9,8AM,"-13.87,14.93,-26.73",21.7x22.4x22.7,/Users/wangyang/Desktop/drug_pipeline/data/results/docking/EGFR/5UG9/CHEMBL5786982/CHEMBL5786982_docked_all.pdbqt,/Users/wangyang/Desktop/drug_pipeline/data/results/docking/EGFR/5UG9/CHEMBL5786982/CHEMBL5786982_best_pose.pdbqt,/Users/wangyang/Desktop/drug_pipeline/data/results/docking/EGFR/5UG9/CHEMBL5786982/CHEMBL5786982_complex.pdb,EGFR,9.943095148663527,0.6384041177146236,441.1367808119999,4.585300000000004,0.5068096738668892,0.9442277943714462
CHEMBL4250210,CNc1ccc(N(C)c2ncnc3occ(C)c23)cc1,5UG9,success,,-7.586,-6.855,-6.67,-6.521,-6.388,"[-7.586, -6.855, -6.67, -6.521, -6.388, -6.083, -5.875, -5.769, -5.642]",9,8AM,"-13.87,14.93,-26.73",21.7x22.4x22.7,/Users/wangyang/Desktop/drug_pipeline/data/results/docking/EGFR/5UG9/CHEMBL4250210/CHEMBL4250210_docked_all.pdbqt,/Users/wangyang/Desktop/drug_pipeline/data/results/docking/EGFR/5UG9/CHEMBL4250210/CHEMBL4250210_best_pose.pdbqt,/Users/wangyang/Desktop/drug_pipeline/data/results/docking/EGFR/5UG9/CHEMBL4250210/CHEMBL4250210_complex.pdb,EGFR,8.193820026016112,0.7891703909476363,268.132411132,3.3408200000000017,0.5060727075073633,0.9651354336733257
